"id","item_number","title","slug","description_short","description_long","image","price","offerprice","stock","brand_id","is_active","created_at","updated_at"
11,301251,"OM-28E Retro","om-28e_retro","Akustisk/elektrisk western-guitar med East Indian Rosewood krop og dæk i Sitka gran, Hardwood hals med ibenholt gribebræt og Fishman F1 Aura + elektronik.","Akustisk/elektrisk western-guitar med East Indian Rosewood krop og dæk i Sitka gran, Hardwood hals med ibenholt gribebræt og Fishman F1 Aura + elektronik.
OM-28E er en moderne genskabelse af den klassiske Orchestra model. Martin OM-28E Retro er ideel til guitaristen som nyder Fingerstyle teknikker og modellen har et tydeligt vintage-inspireret design, der samtidigt byder på moderne spilbarhed.

Specifikationer
Kropstype: 000-14 Fret
Krop: East Indian Rosewood
Dæk: Sitkagran
Hals: Udvalgt hardwood
Radie: 16""
Gribebræt: Ibenholt
20 bånd
Skala: 25.4""
Stol: Ibenholt
Finish: Gloss, hals Satin
Inkl. Ply Hardshell","om-28e-retro.jpeg",30849,0,3,5,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
12,11704,"DRS1 Natural","drs1_natural","Akustisk Dreadnought westernguitar med dæk, sider og bund i massiv sapele, gribebræt af richlite og Fishman Sonitone pickup. Inkl. kasse.","Akustisk Dreadnought westernguitar med dæk, sider og bund i massiv sapele, gribebræt af richlite og Fishman Sonitone pickup. Inkl. kasse.
Martin DRS1 markerer en tilbagevenden af Martins Road serie fra 2001. Serien er designet specifikt til de guitarister der søger en hårdfør og billig guitar men som ikke er villige til at gå på kompromis med guitarens klang.

I modsætning til den oprindelige Road serie så er Martin DRS1 udrustet med et massivt dæk. Kroppen er lavet af massivt sapele mens halsen er konstrueret af et multi-laminat ved navn Stratabond. Stratabond fremstilles af hvid birk, som er farvet og lamineret i store blokke, før de bliver skåret i form. Denne proces øger stivheden og stabiliteten hvilket er afgørende for kvaliteten af en guitar hals. gribebrætet og bro er lavet af richlite med stol i corina og en kompenseret saddel udført i tusq. Martin DRS1 er ydermere udrustet med et Fishman Sonitone pickupsystem hvor preampen er strategisk monteret i lydhullet med kontroller for volume og tone.

Selvom sapele hører til de tungere træsorter så er DRS1 stadig en fornøjelse at spille på. Den modificerede ""Low Oval"" halsprofil kombineret med en 43 mm stol giver en kraftig hals som på intet tidspunkt bliver for klodset eller for svær at håndtere. Barre akkorder op og ned på halsen er en leg, og enkelt toner kan man problemfrit spiller op til 16/17 bånd.

Lydmæssigt imponerer Martin DRS1 med en påtrængende, overtonerig og livlig tone. I det dybe område leverer den en kvik og stram bas mens diskanten er lys, klar mens den samtidigt tilføjer en smule sødme til guitarens klang. Prøver man Martin DRS1 vil man bemærke den veldefinerede mellemtone som både gør guitaren velegnet til akkordspil og til diverse former for plekter eller fingerspil. Prisen på guitaren er inkl. kasse.","drs1-natural.jpeg",7549,0,0,5,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
13,12164,"D-45 Natural","d-45_natural","Akustisk westernguitar i dreadnaught-størrelse med massivt Sitka-grandæk, skalloperet afstivning og krop i massiv rosentræ. Inkl. guitar-kasse.","Akustisk westernguitar i dreadnaught-størrelse med massivt Sitka-grandæk, skalloperet afstivning og krop i massiv rosentræ. Inkl. guitar-kasse.
D-45 er kendt som den fornemste dreadnought på marketdet overhovedet. Samtlige aspekter af instrumentet er i absolut topklasse, og denne guitar må opleves - både visuelt og lydmæssigt - for helt at forstå, hvor god en guitar kan være. 

Standard-serien udgør kernen af Martins produktion. Det er her, du finder de klassiske modeller i alt fra det simple 18-design til den overdådige udsmykning på 45-modellerne. Disse designs fåes i et hav af klassiske Martin-størrelser, som fx. dreadnaught (D), grand concert (000) og auditorium (OM). Det er denne serie, der ligger til grund for Martins pletfri renommé, og guitarerne er blevet spillet på af alle fra Dylan, Young og Lennon til Hendrix, McCartney og Clapton. Hver af disse guitarer repræsenterer både et mesterværk indenfor instrumentbyggeri og en arbejdshest, der bare vil blive bedre og bedre... 

Specifikationer 
Konstruktion: Mahogni blok/Dovetail halssamling 
Krop: D-14
Dæk: Massiv Sitka Gran med abalone indlæg sort/hvid/sort/hvid
Dæk afstivnings mønster: DOM
Afstivnings materiale: Scalloperet 5/16  Sitka
Bund materiale: Massiv Østindisk palisander med abalone indlæg sort/hvid/sort/hvid
Side materiale: Massiv Østindisk Palisander med abalone indlæg sort/hvid/sort/hvid
Hals materiale: Udvalgt Mahogni
Hals form: Low profile
Hoved belægning: Massiv Østindisk Palisander med tryk i Guldfolie
Gribebræt materiale: Massiv Sort Ibenholt
Mensur: 25,4""
Stol materiale: Massiv Sort Ibenholt
Stemmemekanikker: Schaller Chrome med store knapper
Kasse: Hard Shell","d45-natural.jpeg",67199,61999,1,5,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
14,530813,"J-45 Walnut Burst","j-45_walnut_burst","Akustisk/elektrisk dreadnaught westernguitar med Cutaway, massivt Sitkagran dæk, mahognihals med gribebræt af valnød og LR Baggs Element pickup. Inkl. kasse.","Akustisk/elektrisk dreadnaught westernguitar med Cutaway, massivt Sitkagran dæk, mahognihals med gribebræt af valnød og LR Baggs Element pickup. Inkl. kasse.
J-45 Walnut Avant Garde tilbyder en innovativ, slank krop med rund skulder og cutaway med alle de traditionelle byggeteknikker, der går igen ved hvert eneste Gibson Acoustic produkt. Et massivt Sitka grandæk med traditionel hånd scalloped bracing går her hånd i hånd med en smuk valnød ryg og sider, som giver en fuld og afbalanceret lyd med stor klarhed mellem hver streng.

Specifikationer
Kropsform: Round Shoulder
Dæk: Massiv Sitkagran
Sider og bund: Valnød
Hals: 2-delt Mahogni
Halsprofil: Advanced Response
Gribebræt: Valnød
Radius 16""
Bånd 20
Stemmeskruer: Mini Grover
Finish: Nitrocellulose Lacquer
1/4"" mono udgang
Strenge: 0.053, 0.042, 0.032, 0.024, 0.016, 0.012
Pickupsystem: LR Baggs Element med volume 
Inkl. Hardshell case og Gibson Accessory Kit

Stolt, traditionelt guitarhåndværk findes stadig for dem, der er skeptiske over samlebåndsguitarer fra gigantiske kinesiske fabrikker. I den amerikanske bjergby Bozeman, Montana, har Gibson siden 1989 produceret alle deres akustiske guitarer og mandoliner. Det er Gibson, der gav liv til legender som J-45, SJ-200 og Hummingbird, og Gibson siger selv, at guitarerne fra Bozeman-fabrikken er de bedste akustiske Gibson-modeller i mere end et halvt århundrede. Guitarbyggerne i Bozeman er traditionsbundne håndværkere, der tager deres ansvar alvorligt, og som er stolte over både kvalitet og Gibson-navnet. Orville Gibsons værksted i Kalamazoo i 1890'erne, archtop-guitarens fødested, kan virke fjernt i vores tid, men du kan føle dig tryg og sikker på, at faklen bæres videre i hjertet af Rocky Mountains.","j45-walnut-burst.jpeg",13679,0,2,1,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
15,549653,"414ce-R","414ce-r","Akustisk/elektrisk Grand Auditorium westernguitar med cutaway, massivt dæk af sitkagran, massive sider og bund af indisk Rosewood, hals av tropisk mahogni med gribebræt af ibenholt og ES 2 pickupsystem. Inkl. kasse.","Akustisk/elektrisk Grand Auditorium westernguitar med cutaway, massivt dæk af sitkagran, massive sider og bund af indisk Rosewood, hals av tropisk mahogni med gribebræt af ibenholt og ES 2 pickupsystem. Inkl. kasse.
Taylor er i dag et ligeså populært og velrenommeret firma som Martin og Gibson, når det kommer til akustiske guitarer. Men i modsætning til disse gamle giganter er Taylor Guitars et nyt foretagende, der blev stiftet i 1974. Når man tænker på på musikeres nærmest religiøse forhold til deres instrumenter (i særdeleshed til akustiske guitarer), så har det været et ekstremt svært marked at kæmpe sig ind på, og det er kun lykkedes p.g.a. én ting: Taylor laver suveræne guitarer. 

De har gjort op med den gammeldags filosofi om, at ""håndlavet altid er bedst"" og benytter udelukkende manuel arbejdskraft dér, hvor de mener, det er den bedste løsning. Til andre dele af produktionen bruger de ultra-præcise, laser-styrede maskiner, der bl.a. er ansvarlige for de meget smukke perlemorsindlæg. Taylor-lyden er sprød og nærværende, håndværket er fejlfrit, og halsene er smalle og moderne, hvilket gør Taylor-guitarer til de mest spillevenlige akustiske guitarer på markedet. Gør som de kendte - spil Taylor! 

Specifikationer
Kropsform: Grand Auditorium med venetiansk cutaway
Dæk: Massiv sitkagran
Sider og bund: Massiv indisk Rosewood
Hals: Tropisk mahogni
Bracing: Performance with Relief Rout
Mensur/skala: 25.5""
Gribebræt: Ibenholt
Bånd: 20
Stemmeskruer: Taylor Nickel
Oversadel: Tusq
Sadel: Micarta
Elektronik: Expression System 2 preamp/piezo pickup
Inkl. Taylor Deluxe Hardshell Brown Case","414ce-r.png",19999,0,4,6,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
16,519741,"322e 12-Fret","322e_12-fret","Akustisk/elektrisk Grand Concert westernguitar med massivt dæk af tropisk mahogni, masive sider og bund af Tasmanian blackwood, hals af tropisk mahogni med gribebræt af ibenholt og ES 2 pickupsystem. Inkl. kasse.","Akustisk/elektrisk Grand Concert westernguitar med massivt dæk af tropisk mahogni, masive sider og bund af Tasmanian blackwood, hals af tropisk mahogni med gribebræt af ibenholt og ES 2 pickupsystem. Inkl. kasse.
Taylor er i dag et ligeså populært og velrenommeret firma som Martin og Gibson, når det kommer til akustiske guitarer. Men i modsætning til disse gamle giganter er Taylor Guitars et nyt foretagende, der blev stiftet i 1974. Når man tænker på på musikeres nærmest religiøse forhold til deres instrumenter (i særdeleshed til akustiske guitarer), så har det været et ekstremt svært marked at kæmpe sig ind på, og det er kun lykkedes p.g.a. én ting: Taylor laver suveræne guitarer. 

De har gjort op med den gammeldags filosofi om, at ""håndlavet altid er bedst"" og benytter udelukkende manuel arbejdskraft dér, hvor de mener, det er den bedste løsning. Til andre dele af produktionen bruger de ultra-præcise, laser-styrede maskiner, der bl.a. er ansvarlige for de meget smukke perlemorsindlæg. Taylor-lyden er sprød og nærværende, håndværket er fejlfrit, og halsene er smalle og moderne, hvilket gør Taylor-guitarer til de mest spillevenlige akustiske guitarer på markedet. Gør som de kendte - spil Taylor! 

Specifikationer
Kropsform: Grand Concert
Dæk: Massiv tropisk mahogni
Sider og bund: Massiv Tasmanian blackwood
Bracing: Performance with Relief Rout
Hals: Tropisk mahogni
Mensur/skala: 24-7/8""
Gribebræt: Ibenholt
Bånd: 18
Oversadel: Tusq
Stemmeskruer: Classical Gold w/Synthetic Ivory Buttons
Sadel: Micarta
Elektronik: Expression System 2 preamp/piezo pickup
Inkl. Taylor Deluxe Hardshell Brown Case","322e-12-fret.png",17749,0,3,6,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
17,344738,"LL16 ARE Brown Sunburst","ll16_are_brown_sunburst","Akustisk/elektrisk guitar med dæk af massiv A.R.E behandlet Engelmann gran, sider og bund af rosentræ, mahogni/rosentræhals med gribebræt af Ibenholt og Zero-Impact pickup-system.","Akustisk/elektrisk guitar med dæk af massiv A.R.E behandlet Engelmann gran, sider og bund af rosentræ, mahogni/rosentræhals med gribebræt af Ibenholt og Zero-Impact pickup-system.
L6-serien er modificeret med nyt bracing design (den indvendige afstivning), og lyden er blevet større og kraftigere. Der er kommet Zero-Impact Pickup system i guitaren så man også er klar til optagelse eller live-optræden med forstærkning. Det massive grandæk er A.R.E behandlet (Acoustic Resonance Enhancement), hvilket resulterer i stor og varm vintage lyd fra dag et. A.R.E Acoustic Resonance Enhancement, er en Yamaha patenteret proces der ved at ændre de fysiske egenskaber i træfibre på dækket, giver guitaren lyd som var det fra gammelt ældet træ. Resultatet er en konstruktion der tillader træet at vibrere mere frit med en lyd der indeholder langt flere klangvariationer - som med et ældre vintage instrument.

Specifikationer
Kropstype: Original Jumbo dreadnought Type Body
Dæk af massiv Engelmann gran - A.R.E behandlet (Acoustic Resonance Enhancement)
Sider og bund af massiv Rosentræ
Hals af 5-lags mahogni/palisander, slank design
Stol af Ibenholt
SRT Zero Impact Pickupsystem med individuel piezo elektronik ved hver streng
Inkl. deluxe gigbag","ll16-brown-sunburst.jpeg",7229,0,5,7,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
18,452497,"B200","b200","5-strenget banjo med poppel block rim, resonator af sapele, bro af purpleheart og ahorn, mahognihals og gribebræt af purpleheart.","5-strenget banjo med poppel block rim, resonator af sapele, bro af purpleheart og ahorn, mahognihals og gribebræt af purpleheart.
Det er tre årtier siden, Ibaniz sidst var i banjobranchen, men nu er de tilbage. Ibanez var meget etablerede banjobyggere, og havde endda en signaturmodel for den fantastiske Earl Scruggs back in the day. Ting ændrer sig, og hair-metal-bands sker (tænk 80'erne), og banjo var pludselig ikke det fedeste instrument, man kunne finde på at spille på. Men vindene er vendt, og folk-instrumenter er mere populære end nogensinde. B200 er top of the line i Ibanez' banjoserie og en skønhed at se på.

Specifikationer
5-strenget banjo
Double Coodinator rod
Poplar block rim
Sapele veneer Resonator
Hals: Mahogany
Gribebræt: Purpleheart
ABS-Multi Resonator binding
Special Acrylic gribebrætindlæg
Chrime friction tuners
22 bånd
Chrome w/etching Armrest
Bro: Purpleheart/ahorn
Chrome clam shell tailpeice
Mensur: 670mm
Radius: Flat (plan)","b200.jpeg",3676,0,2,8,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
19,572402,"MB-100 Banjo Natural CF","mb-100_banjo_natural_cf","Banjo med mahognikrop, ahornhals, gribebræt af poppel-komposit og Remo-skind.","Banjo med mahognikrop, ahornhals, gribebræt af poppel-komposit og Remo-skind.
Open-back 5-strengs banjo. Et perfekt begynderinstrument.

Specifikationer
Banjo med 5 strenge
Mahognikrop
Remo-skind
Ahornhals
Gribebræt af poppel-komposit
Dot-indlæg
26,25"" skala
Krom hardware","mb-100-banjo-natural.jpeg",1399,1199,3,3,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
20,334911,"MM-50E Vintage Natural","mm-50e_vintage_natural","Mandolin med dæk af massivt gran, krop i flammet ahorn, ahornhals med Rosewood gribebræt. Legendarisk ""F-Style"" model med indbygget Quad NanoMag pickup system.","Mandolin med dæk af massivt gran, krop i flammet ahorn, ahornhals med Rosewood gribebræt. Legendarisk ""F-Style"" model med indbygget Quad NanoMag pickup system.
MM-50E er en professionel mandolin der kombinerer innovation og klassisk design, som man også forventer af en Epiphone mandolin. MM-50E er den første mandolin, hvor det er muligt at justere udgangsniveauet for hver enkelt strenge par, hvilket løser mange problemer med ubalance når instrumentet er forstærket op. Funktioner der kombineret med den klassiske Lloyd Loar æra F-Style kropsform og hals, gør MM-50E til et one-of-a kind instrument.

Specifikationer
Massivt sitka gran dæk
Krop i flammet ahorn
Ahorn hals
14"" Mensur
Rosewood gribebræt
Pickup: Quad NanoMag justerbar
Kontroller: Master Volume, Treble, Bass, 4 individuelle strenge niveau trim potentiometre
Nickel hardware","mm50E-vintage-natural.jpeg",5219,0,1,3,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
21,360118,"Ukulele Solid Pink","ukulele_solid_pink","Ukulele i Sopran størrelse.","Ukulele i Sopran størrelse.
Ukulelen er et sjovt og let spilbart strengeinstrument. Ukulelen, trods sin størrelse, er særdeles velegnet for både unge og ældre, og er ideel til skoler og musikalsk gruppeundervisning. Nogle mennesker tror måske, at ukulelen er et stykke legetøj, men det er den absolut ikke, og specielt i de senere år har ukulelen vundet større og større indpas på den professionelle musikalske scene.

Specifikationer
Top, bund og sider af lamineret lindetræ
Hals af basswood
Bro og saddel af ABS
Open geared stemmemekanikker
12 bånd
Scale 345mm","ukulele-solid-pink.jpeg",229,0,25,9,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
22,567088,"UKCB-S","ukcb-s","Sopran ukulele med krop af udvalgt Sapele ædeltræ med smukke bindinger.","Sopran ukulele med krop af udvalgt Sapele ædeltræ med smukke bindinger.
Highlights
Hals af nato
Limet og skruet stol
Kvalitets strenge
Lidt buet bagside
Flotte bindinger
Kvalitets indkapslede stemmemekanikker","ukcb-s.jpeg",549,0,13,10,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
23,551247,"American Original 70s Jazz Bass MN Natural","american_original_70s_jazz_bass_mn_natural","El-bas med krop af ask, polyuretanlak, ahorn hals med 70s “U”-profil, Rosewood gribebræt og 2 x Pure Vintage ‘75 Jazz Bass pickupper. Inkl. hardcase.","El-bas med krop af ask, polyuretanlak, ahorn hals med 70s “U”-profil, Rosewood gribebræt og 2 x Pure Vintage ‘75 Jazz Bass pickupper. Inkl. hardcase.
Fenders American Original-serie består af ikoniske Fender-modeller som er specifikke for henholdsvis 50', 60' og 70'erne. Modellerne har pickupper som er lavet med samme metoder som originalerne, og som fanger særpræget til hvert af de respektive tiår. Dette gælder også halsprofilerne! Alle American Original-modeller har nitrocelluloselak som lader træet ånde, og som gør at instrumentet bare vil se flottere ud med alderen. Selv om guitarerne er tydeligt vintage-orienterede, er de opdaterede med moderne gribebrætradius, vintage tall-bånd og andre detaljer som får dem til at føles naturlige for moderne guitarister.

American Original 70s Jazz Bass
Instrumentet som introducerede slapping, funk og disco - Fenders Jazz Bass fra 70'erne. American Original 70s Jazz Bass er udstyret med periodekorrekte specs som komplementeres af en del moderne tilpasninger. Denne bas har krop af ask, polyuretan-lak som på originalen fra 70'erne, fyldig ahornhals med 70'er “U”-profil, gribebræt af ahorn med moderne 9.5” radius. Fender Pure Vintage ‘75 Jazz Bass pickupper og periodekorrekt hardware. Leveres i hardcase.

Specifikationer
Kropsform: Jazz Bass
Krop: Ask
Finish: Gloss Urethane
Oversadel: Ben
Oversadelbredde: 37.46 mm
Truss Rod: Vintage-Stylet, Vintage-style slotted
Skalalængde: 34"" / 864 mm
Gribebræt: Ahorn
Gribebræt radius: 9.5” / 241 mm
Indlæg i gribebræt: Pearloid Blocks
Antal bånd: 20 Vintage Tall
Hals: Ahorn
Halsprofil: 1975 ""U""
Stemmeskruer: Pure Vintage '70s with Fender® Logo
Bro: 4-Saddle Pure Vintage '70s with Single Groove Saddles
Pickupper: 2 x Pure Vintage '75 Single-Coil Jazz Bass
Kontroller: Vol 1, Vol 2, Master Tone
Hardware finish: Nikkel/krom
Strenge: Fender USA Bass 7250M, NPS (.045-.105 Gauges)
Inkl. Vintage-Style Hardshell Case","american-original-70s-jazz-bass-natural.jpeg",17099,0,4,2,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
24,526011,"Jazz Bass PF Black","jazz_bass_pf_black","El-bas med krop af elletræ, ahornhals med gribebræt af Pau Ferro med 7.5"" radius, og Vintage-Style Jazz Bass single-coil pickupper. Inkl. Deluxe gigbag.","El-bas med krop af elletræ, ahornhals med gribebræt af Pau Ferro med 7.5"" radius, og Vintage-Style Jazz Bass single-coil pickupper. Inkl. Deluxe gigbag.
Fender Jazz Bass-modellen blev introduceret i 1960, og har siden den gang vokset sig ind i rollen som et af verdens mest brugte instrumenter. Fender 60s Jazz Bass i Classic-serien har en tynd, komfortabel hals og autentiske Jazz Bass single-coil pickupper.

Mexico Classic-serien blev lanceret i slutningen af 90'erne med tanke på dem som ønskede sig en bas med udseende og følelsen af en vintage Fender uden at bruge vanvittige summer. Serien genskaber Fender-klassikere fra 50, 60 og 70'erne med de egenskaber som var unike for hvert tiår.

Specifikationer 
Konstruktion: Bolt-on
Mensur/skala: 34 ""
Krop: Elletræ
Hals: Ahorn
Halsprofil: “C”
Gribebræt: Pau ferro
Radius: 7.25”
Bånd: 20 Vintage-style
Overadel: Syntetisk ben, 1.5”
Bro: Vintage-Style 4-Saddle
Pickupper: 2 x Standard Vintage Alnico Magnet Single-Coil Jazz Bass
Hardware: Krom
Produktionsland: Mexico
Inkl. Deluxe gigbag

Fender nu med gribebræt af Pau Ferro.
Pau Ferro, også kendt som “jerntræ” eller “Bolivian Rosewood”, er en sydamerikansk træsort med egenskaber som ligner palisander (Rosewood), men som er noget lysere i farven. Pau Ferro er blandt andet brugt i Fenders Custom-basser og Stevie Ray Vaughans signaturmodel.

Fenders Mexico-modeller har fra 2017 Pau Ferro i gribebrættet i stedet for Rosewood, en ændring som skyldes de nye internationale CITES-regler som trådte i kraft den 2. januar 2017. Disse regler værner om truede træsorter som Rosewood og forhindrer illegal handel, men en konsekvens er at det nu kan tage længere tid at importere guitarer lavet med lovlig Rosewood. Guitarer lavet med Pau Ferro vil ikke påvirkes af CITES-kontroller, og har derfor kortere leveringstid.
","jazz-bass-pf-black.png",9049,8499,8,2,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
25,526955,"American Elite Jazz Bass V EB Ocean Turquoise","american_elite_jazz_bass_v_eb_ocean_turquoise","El-bas 5-strenget med krop af elletræ, ahornhals med Modern ""C"" - ""D"" Compound-profil, ibenholt gribebræt og 2 stk. 4th Generation Noiseless-pickupper. Inkl. Fender Elite Molded TSA-kasse.","El-bas 5-strenget med krop af elletræ, ahornhals med Modern ""C"" - ""D"" Compound-profil, ibenholt gribebræt og 2 stk. 4th Generation Noiseless-pickupper. Inkl. Fender Elite Molded TSA-kasse.
American Elite Jazz Bass er en aktiv 5-strenget bas, designet for professionelle moderne bassister med høje krav til alsidighed, teknologiske nyheder, tidløst Fender-design og top spillekomfort.

American Elite-serien blev født af lidenskab som findes i bassister på ethvert niveau, altid søgende efter nye kreative udtryksformer. American Elite er ikke bare et nyt navn på allerede kendte egenskaber. Det markerer introduktionen af instrumenter i klassisk Fender-tradition, opgraderet med de forbedringer, teknologiske nyskabelser og muligheder, som kan forventes af en professionel guitar i det 21. århundrede. 

Hele serien er opgraderet med 4. generation af Fenders Noiseless pickups som er den heftigste pickup-teknologi Fender kan tilbyde. En ny 18V preamp bidrager til endnu mere power, forbedret signalkvalitet, større headroom og reduceret støj. 

Bassen har en hals med compound radius (9.5”-14”). Profilen starter som Modern ""C"" ved sadlen, og formes gradvist til en ""D""-profil nede ved halsmonteringen, et design udviklet for maksimal spillekomfort over hele registeret. En HiMass Vintage-bro giver øget attack, resonans, punch og sustain, og tillader både string-thru og top load-strengemontering. Leveres i en Elite Molded Case med TSA-låse.

Specifikationer
Type: Jazz Bas
Krop: Elletræ
Hals: Ahorn
Halsprofil: Compound Modern ”C” til ”D”
Mensur: 34”
Gribebræt Ibenholt
Radius: 9.5”-14” Compound
Bånd: 21 Medium Jumbo
Sadel: Ben
Pickups: 2 stk. New 4th Generation Noiseless
Kontroller: Master Volume, Pan Pot, Treble Boost/Cut, Midrange Boost/Cut, Bass Boost/Cut, Active/Passive Mini Toggle
Øvrigt elektronik: 18v preamp med aktiv 3-bånds EQ
Bro: 5-Saddle HiMass Vintage
Stemmemekanik: Fender ""F"" Light-Weight Vintage-Paddle
Strenge: Fender USA NPS .45 - .125
Made in the USA","elite-jazz-bass-ocean.jpeg",18649,0,2,2,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
26,581972,"Thunderbird Bass 2019 Vintage Sunburst","thunderbird_bass_2019_vintage_sunburst","El-bas med mahognikrop, gennemgående hals af mahogni/valnød, Rosewood gribebræt, og T-Bird pickupper. Inkl. Hard Shell Case.","El-bas med mahognikrop, gennemgående hals af mahogni/valnød, Rosewood gribebræt, og T-Bird pickupper. Inkl. Hard Shell Case.
Thunderbird er i lighed med Gibson Firebird designet af den amerikanske bildesigner Ray Dietrich, og blev introduceret for første gang i 1963. Thunderbird har i 2019 gennemgående neck-thru halskonstruktion af mahogni og valnød, reversed headstock, Rounded-profil og gribebræt af Rosewood, i tillæg til Gibson T-Bird pickupper.

Specifikationer
Kropsform: Thunderbird Bass
Krop: Mahogni
Bindinger: Ingen
Hals: 9-lag mahogni/valnød
Halsprofil: Rounded
Oversadel: Tektoid
Oversadelbredde: 1.50”
Gribebræt: Rosewood
Indlæg: Acrylic Dots
Skalalængde: 34”
Antal bånd: 20
Bro: 3-Point Adjustable
Knapper: Black Top Hats with Silver Inserts
Stemmeskruer: Grover Bass Keys
Hardware plating: Svart krom
Halspickup: Rhythm T-Bird
Bridge pickup: Lead T-Bird
Kontroller: 2 x volume, Master Tone
Kasse/bag: Hard Shell Case (inkluderet)

Gibson USA
Det er Gibson USA-fabrikken i Nashville, Tennessee, som producerer Gibsons elektriske solid body-guitarer. Fabrikken startede op i 1974 med produktion af alle Les Paul-modeller, og senere blev al solid-body produktion og selve Gibson hovedkontoret flyttet samme sted hen da den gamle fabrik i Kalamazoo lukkede.
","thunderbird-bass-2019.jpeg",17629,0,7,1,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
27,582758,"Stingray Special 4 H Jet Black","stingray_special_4_h_jet_black","El-bas med krop i ask, Roasted ahorn hals med ibenholt gribebræt, Humbucker pickup med Neodymium magneter, aktiv elektronik med 3-bånds EQ.","El-bas med krop i ask, Roasted ahorn hals med ibenholt gribebræt, Humbucker pickup med Neodymium magneter, aktiv elektronik med 3-bånds EQ.
Music Man Stingray 4 H er optimeret og moderniseret med en Select Roasted Maple hals og ny forbedret elektronik med mere output og headroom. Stingray Special 4 H leverer nu alt fra moderne punch til klassisk vintage lyd bedre end nogensinde før. Nydesignede letvægt stemmeskruer har skabt en mere afbalanceret hals, samtidig med at de giver ultra pålidelig stemmestabilitet. Da Music Man med Leo Fender i spidsen i midten af 70'erne først introducerede StingRay modellen, blev den øjeblikkeligt en favorit blandt bassister verden over. Det var den første bas i produktionen, der havde aktiv elektronik og den karakteristiske 3+1 stemmemekanik konfiguration. Siden er StingRay konstant blevet forbedret og perfektioneret.","stingray-special-black.jpeg",19295,0,3,11,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
28,542193,"GS MINI-e BASS","gs_mini-e_bass","Akustisk/elektrisk bas med massivt dæk af sitkagran, lamineret sider og bund af sapele, sapelehals med gribebræt af ibenholt og ES-B pickupsystem. Inkl. Hard Bag.","Akustisk/elektrisk bas med massivt dæk af sitkagran, lamineret sider og bund af sapele, sapelehals med gribebræt af ibenholt og ES-B pickupsystem. Inkl. Hard Bag.
Lille 4-strenget basguitar i det populære og rejsevenlige GS Mini-format. GS Mini er inspireret af den større GS-model, men i nedskaleret version som ikke er gået ud over lyden. Du får masser af klang i et instrument som er let at håndtere og sjovt at spille på.

Taylor er i dag et ligeså populært og velrenommeret firma som Martin og Gibson, når det kommer til akustiske guitarer. Men i modsætning til disse gamle giganter er Taylor Guitars et nyt foretagende, der blev stiftet i 1974. Når man tænker på musikeres nærmest religiøse forhold til deres instrumenter (i særdeleshed til akustiske guitarer), så har det været et ekstremt svært marked at kæmpe sig ind på, og det er kun lykkedes på grund af én ting: Taylor laver suveræne guitarer. 

De har gjort op med den gammeldags filosofi om, at ""håndlavet altid er bedst"" og benytter udelukkende manuel arbejdskraft dér, hvor de mener, det er den bedste løsning. Til andre dele af produktionen bruger de ultra-præcise, laser-styrede maskiner der bl.a. er ansvarlige for de meget smukke perlemorsindlæg. Taylor-lyden er sprød og nærværende, håndværket er fejlfrit, og halsene er smalle og moderne, hvilket gør Taylor-guitarer til nogle af de mest spillevenlige akustiske guitarer på markedet. Gør som de kendte - spil Taylor! 

Specifikationer
Kropsform: GS Mini
Dæk: Heltre sitkagran
Sider: Lamineret sapele
Bund: Lamineret sapele
Bracing: GS Mini w/ Relief Route
Skalalængde: 23-1/2""
Hals: Sapele
Halsbredde: 1-11/16""
Gribebræt: Ibenholt
Bånd: 20
Indlæg i gribebræt: 4mm Dot Italian Acrylic
Stemmeskruer: Die-Cast Chrome
Strenge: D’Addario EXP PBB190GS
Oversadel: NuBone
Sadel: Micarta
Elektronik: ES-B preamp/pickup
Inkl. GS Mini Hard Bag","gs-mini-e-bass.png",5999,0,0,6,1,"2023-10-17 07:38:54","2023-10-17 07:38:54"
